"INSTNM","CITY","STABBR","INSTURL","NPCURL","lat","lng","CONTROL"
"Northeastern University Global Network","Boston","MA","www.northeastern.edu/globalnetwork","www.northeastern.edu/financialaid/",42.26599,-71.115961,2
"Brown Mackie College-Dallas","Bedford","TX","www.brownmackie.edu","tcc.noellevitz.com:80/edmc/Brown-Mackie%20Net%20Price%20Calculator",32.84155,-97.115771,3
"American Institute-Toms River","Toms River","NJ","www.americaninstitute.edu/","americaninstitute.com/npc/clifton.htm",40.04455,-74.220531,3
"Alamo City Barber College","San Antonio","TX","www.alamocitybarbercollege.com","www.alamocitybarbercollege.com/npc/npcalc.htm",29.525061,-98.639733,3
"Arizona College-Mesa","Mesa","AZ","www.arizonacollege.edu","www.arizonacollege.edu/net-price-calculator/",33.418379,-111.874356,3
"American College of Healthcare","Huntington Park","CA","www.ach.edu","www.ach.edu",33.978888,-118.225099,3
"Central Georgia Technical College","Warner Robins","GA","www.centralgatech.edu","www.centralgatech.edu/general/financial_services/fees.html",32.54502,-83.667531,1
"Barber School of Pittsburgh","Pittsburgh","PA","bsp.edu","bsp.edu/net-price-calculator.html",40.44202,-80.034071,3
"The Salon Professional Academy-South Plainfield","South Plainfield","NJ","www.thesalonprofessionalacademynewjersey.com/","www.thesalonprofessionalacademynewjersey.com/consumer.html",40.548458,-74.429416,3
"Arizona State University-Skysong","Scottsdale","AZ","www.asu.edu/","https://students.asu.edu/financialaid/net-price",33.46268,-111.924051,1
"Louisiana Delta Community College","Monroe","LA","www.ladelta.edu","www.ladelta.edu/Default.aspx?PageID=16691438&A=SearchResult&SearchID=12399717&ObjectID=16691438&ObjectType=1",32.498061,-92.030654,1
"Fab School","Rancho Cucamonga","CA","thefabschool.com/","nces.ed.gov/ipeds/netpricecalculator/",34.080094,-117.555989,3
"Networks Barber College","Calumet City","IL","www.networksbarbercollege.com","www.networksbarbercollege.com/consumer-information/",41.62138,-87.539991,3
"JB's Hair Design and Barber College","Oklahoma City","OK","www.jbsbarbercollege.org","www.jbsbarbercollege.org/gedt/Gedt.html",35.405888,-97.530127,3
"Graduate School USA","Washington","DC","www.graduateschool.edu","academics.gsweb1.com/student-services/academic-calculator/",38.88611,-77.020711,2
"Virginia College-Lubbock","Lubbock","TX","www.vc.edu/campus/lubbock-texas-college.cfm","https://enroll.vc.edu/Npc",33.548787,-101.918239,3
"Paul Mitchell the School-Lombard","Lombard","IL","lombard.paulmitchell.edu/","lombard.paulmitchell.edu/programs/finance-options",41.8393,-88.006881,3
"Paul Mitchell the School-Greenville","Greenville","SC","greenville.paulmitchell.edu/","greenville.paulmitchell.edu/programs/tuition-calculator",34.82263,-82.288308,3
"Divine Crown Academy of Cosmetology","Harrisburg","PA","www.divinecrown.com","www.divinecrown.com",40.27141,-76.844291,3
"Delta College of Arts & Technology-Lafayette Campus","Lafayette","LA","www.deltacollege.com","www.deltacollege.com",30.15817,-92.041851,3
"Delta College-Slidell Campus","Slidell","LA","deltacollege.com","deltacollege.com",30.286306,-89.779447,3
"Integrity College of Health","Pasadena","CA","www.integritycollegeofhealth.net","www.integritycollegeofhealth.net/page90.html",34.17103,-118.131751,3
"Electrical Training Center","Copiague","NY","www.electricaltrainingcenter.edu","www.electricaltrainingcenter.edu/home/financial-aid/net-price-calculator/",40.68032,-73.404971,3
"Alexander Paul Institute of Hair Design","Greenville","NC","www.alexanderpaul.edu","www.alexanderpaulinstitute.com/npcalc.htm",35.605276,-77.372255,3
"Computer Training Academy","Riverside","CA","www.cta.edu","NULL",34.00239,-117.339201,3
"More Tech Institute","Hialeah","FL","MORETECHINSTITUTE.COM","moretechinstitute.com/medical-assistant-school/",25.871679,-80.315066,3
"Dorsey Business Schools-Dearborn","Detroit","MI","www.dorsey.edu","www.dorsey.edu/npcalc.htm",42.328984,-83.222799,3
"NeeCee's College of Cosmetology","Abilene","TX","neeceescollege.com","neeceescollege.com",32.43141,-99.783281,3
"Ridley-Lowell Business & Technical Institute","West Warwick","RI","www.ridley.edu","www.ridley.edu",41.714197,-71.513099,3
"Sutter Beauty College","Yuba City","CA","sutterbeautycollege.com","sutterbeautycollege.comcastbiz.net/net-price-calculator.shtml",39.132516,-121.633405,3
"Midwest Technical Institute","Brownsburg","IN","www.midwesttech.edu","www.midwesttech.edu/netcalculator",39.848916,-86.367788,3
"New Horizons Medical Institute","Norcross","GA","www.newhorizonsmedical.com","newhorizonsmedical.com/net-price-calculator/",33.91497,-84.207371,3
"Ohio Institute of Allied Health","Huber Heights","OH","www.oiah.org","www.oiah.org",39.845929,-84.139536,2
"Paul Mitchell the School-Ardmore","Ardmore","OK","www.paulmitchell.edu","ardmore.paulmitchell.edu/programs/basic-cosmetology/gainful-employment",34.181488,-97.143303,3
"Beauty and Health Institute","Tampa","FL","www.bhi.edu","www.bhi.edu",28.064,-82.624841,3
"School for Allied Health Professionals","Arlington","TX","www.sfahp.com","www.sfahp.com",32.734187,-97.102408,3
"Cosmix School of Makeup Artistry","Oakland Park","FL","cosmixinc.com","cosmixinc.com",26.170084,-80.146529,3
"Access Careers","Hempstead","NY","www.accesscareers.net","www.accesscareers.net",40.70938,-73.615231,3
"River Valley Cosmetology Institute","Poteau","OK","www.rivervalleycosmetology.com","www.rivervalleycosmetology.com",35.044724,-94.634093,3
"Luckes Beauty Academy","Newport  News","VA","www.luckesbeautyacademy.com","www.luckesbeautyacademy.com",37.084615,-76.458895,3
"Total Transformation Institute of Cosmetology","San Marcos","TX","www.ttioc.com","ttioc.com/web/ttioc/NetPriceCalculator/npcalc.htm",29.88199,-97.918135,3
"Vibe Barber College","Memphis","TN","vibebarbercollege.com","vibebarbercollege.com",35.16328,-90.037271,3
"Champ's Barber School","Lancaster","PA","champsbarberschool.com","www.champsbarberschool.com/netpricecalculator/npcalc.htm",40.038091,-76.304157,3
"Azure College","Miami Gardens","FL","www.azure.edu/","www.azure.edu/net-price-calculator",25.92795,-80.227851,3
"Nunation School of Cosmetology","Birmingham","AL","www.nunationschool.com","www.nunationschool.com/NetPriceCalculator2/npcalc.htm",33.498403,-86.878858,3
"IGlobal University","Annandale","VA","www.iglobal.edu","www.iglobal.edu",38.833048,-77.210923,3
"East-West Healing Arts Institute","Madison","WI","acupressureschool.com","acupressureschool.com",43.056,-89.491041,3
"National Personal Training Institute","Vienna","VA","www.nptivirginia.edu","calc.nptivirginia.edu/",38.92656,-77.237841,3
"Standard Healthcare Services-College of Nursing","Falls Church","VA","www.standardcollege.edu","www.standardcollege.edu/netprice",38.907574,-77.210215,3
"Philadelphia Technician Training","Philadelphia","PA","www.ptt.edu","www.ptt.edu/index.php/financial-aid/costs-net-price",40.068536,-75.156783,2
"Grace International Beauty School","Flushing","NY","www.gibs.edu/","nces.ed.gov/ipeds/netpricecalculator/Npc_2.aspx",40.75904,-73.828461,3
"Alliance Computing Solutions","Flushing","NY","www.acs.edu","www.acs.edu",40.76156,-73.831481,3
"InterAmerican Technical Institute","Miami","FL","www.itischool.com","www.itischool.com",25.76105,-80.351311,3
"Bay Area Medical Academy","San Francisco","CA","www.bamasf.com/","www.bamasf.com/net-price-calculator",37.79078,-122.406131,3
"Mind Body Institute","Nashville","TN","www.mindbodynashville.com","mindbodynashville.com/netprice/npcalc2013.htm",36.21922,-86.697651,3
"Parisian Spa Institute","Jacksonville","FL","parisianbeautyschool.com","parisianbeautyschool.com/NetPrice/npcalc.htm",30.31315,-81.677531,3
"Yechanlaz Instituto Vocacional","Miami","FL","www.yechanlaz-instituto.com","www.yechanlaz-instituto.com",25.76341,-80.303281,3
"Creative Touch Cosmetology School","Waterloo","IL","www.creativetouchcollege.org","www.creativetouchcollege.org",38.33531,-90.146111,3
"LaBarberia Institute of Hair","Mayfield Hts","OH","www.labarberiainstitute.com","labarberiainstitute.edu/NetPrice/npcalc",41.517999,-81.450552,3
"Setting the Standard Barbering and Natural Hair Academy","Shreveport","LA","www.sts-academy.com","sts-academy.com/web/tuition-calculator/",32.48431,-93.797561,3
"Bos-Man's Barber College","Shreveport","LA","www.bosmansbarbercollege.com","www.bosmansbarbercollege.com/index.php?pr=Calculator",32.442049,-93.781978,3
"Lawrence & Company College of Cosmetology","Selma","CA","www.lawrencecosmetology.com/","www.lawrencecosmetology.com/calculator.html",36.57043,-119.611831,3
"Healthcare Preparatory Institute","Las Vegas","NV","www.healthcare-prep.com","www.healthcare-prep.com",36.23771,-115.224051,3
"Alabama College of Osteopathic Medicine","Dothan","AL","www.acomedu.org/","www.acomedu.org/financialaid/student-budget",31.206182,-85.340726,2
"Morthland College","West Frankfort","IL","morthland.edu","morthland.edu/traditional-financial-aid-tuition-and-fees/",37.897051,-88.92657,2
"High Desert Medical College","Lancaster","CA","www.hdmedcollege.com","www.hdmedcollege.com",34.67562,-118.144411,3
"Paul Mitchell the School-Schenectady","Schenectady","NY","schenectady.paulmitchell.edu/","schenectady.paulmitchell.edu/programs/tuition-calculator",42.81348,-73.941781,3
"Beyond Measure Barbering Institute","Mebane","NC","www.beyondmeasurebarbering.com","npc.beyondmeasurebarbering.com/npcalc.htm",36.098388,-79.276499,3
"Beauty Anatomy Institute of Cosmetology and Wellness","Pompano Beach","FL","www.beautyanatomy.com","www.beautyanatomy.com",26.255457,-80.100372,3
"Barber Institute of Texas","Longview","TX","www.bit.edu","www.bit.edu",32.46156,-94.732151,3
"Jupiter Beauty Academy","Boston","MA","www.jupiterbeautyacademy.com","www.jupiterbeautyacademy.com/admissions/net-price-calculator/",42.30621,-71.057305,3
"MedQuest College","Louisville","KY","medquestcollege.edu","medquestcollege.edu/NetPriceCalculator/npcalc.htm",38.24006,-85.544941,3
"First Coast Barber Academy","Jacksonville","FL","FirstCoastBarberAcademy.com","livingwage.nit.edu/county/12031",30.247404,-81.728434,3
"Debutantes School of Cosmetology and Nail Technology","Dekalb","IL","www.debschool.com","debschool.com",41.93059,-88.751471,3
"Excel Academies of Cosmetology-Troy","Troy","MI","www.excelcosmetology.com","sites.google.com/a/excelcosmetology.com/website/enroll/tuition-finance",42.608116,-83.129847,3
"Excel Academies of Cosmetology-Merrillville","Merrillville","IN","www.excelcosmetology.com","sites.google.com/a/excelcosmetology.com/website/enroll/tuition-finance",41.473381,-87.335929,3
"Excel Academies of Cosmetology","Lansing","MI","sites.google.com/a/excelcosmetology.com/website/","sites.google.com/a/excelcosmetology.com/website/enroll/tuition-finance",42.73455,-84.508781,3
"Ricci's Academy of Cosmetology","Newtown","CT","newtown.toniguy.edu","newtown.toniguy.edu/net-price-calculator",41.39287,-73.290981,3
"Yahweh Beauty Academy","Killeen","TX","www.yahwehbeautyacademy.com","www.yahwehbeautyacademy.com",31.1129,-97.700581,3
"Excel Learning Center-San Antonio","San Antonio","TX","www.excel.edu","www.excel.edu",29.507847,-98.547515,3
"Preparing People Barber Styling College","Dallas","TX","preparingpeoplebsc.com","preparingpeoplebsc.com",32.77321,-96.764231,3
"Arizona School of Integrative Studies","Clarkdale","AZ","asismassage.com/","asismassage.com/admissions-massage-therapy-school/financial-aid/",34.76364,-112.042073,3
"Lee Professional Institute","Fort Myers","FL","www.leeproinstitute.edu","www.leeproinstitute.edu",26.60411,-81.851341,3
"Burnett International College","Boynton Beach","FL","www.burnett.edu","nces.ed.govipeds/netpricecalculator",26.51069,-80.091251,3
"Park Place Premier Barber School","New Orleans","LA","www.parkplacebarberschool.com","www.parkplacebarberschool.com",29.99723,-90.060751,3
"The Salon Professional Academy-San Jose","San Jose","CA","www.tspasanjose.com","www.tspasanjose.com/financial-aid/welcome/",37.29214,-121.988631,3
"Sterling Health Center","Dallas","TX","www.sterlinghealthcenter.edu","www.sterlinghealthcenter.com",32.9818,-96.828081,3
"Knox Theological Seminary","Fort Lauderdale","FL","www.knoxseminary.edu","NULL",26.19577,-80.112991,2
"Montessori Education Institute of the Pacific Northwest","Bothell","WA","www.meipn.org","www.meipn.org",47.766271,-122.184465,2
"Jolie Health and Beauty Academy-Turnersville","Turnersville","NJ","www.jolieacademy.com","www.schooliya.com/Pioneer/Turnersville/netpricecalc.html",39.75342,-75.044661,3
"Ross Medical Education Center-Owensboro","Owensboro","KY","www.rosseducation.edu","www.rosseducation.edu/net-price-calculator/",37.72085,-87.119151,3
"Ross Medical Education Center-Evansville","Evansville","IN","www.rosseducation.edu","www.rosseducation.edu/net-price-calculator/",37.978719,-87.49249,3
"Ross Medical Education Center-Johnson City","Johnson City","TN","www.rosseducation.edu","www.rosseducation.edu/net-price-calculator/",36.35961,-82.383201,3
"North-West College-Santa Ana","Santa Ana","CA","www.nw.edu","www.nw.edu",33.75941,-117.840951,3
"North-West College-Long Beach","Long Beach","CA","www.nw.edu","www.nw.edu",33.80184,-118.148751,3
"Branford Hall Career Institute-Amityville","Amityville","NY","www.branfordhall.edu","www.schooliya.com/peg/Amityville/netpricecalc.html",40.70404,-73.428351,3
"Taylor Andrews Academy-Orem","Orem","UT","www.taylorandrew.com","www.taylorandrew.com/consumer-disclosures/",40.27318,-111.707831,3
"University of Florida-Online","Gainesville","FL","www.ufonline.ufl.edu","ufonline.ufl.edu/net-price-calculator/",29.649206,-82.339359,1
"Buchanan Beauty College-Pleasantview","Pleasant View","TN","buchananbeautycollege.net/Home.html","buchananbeautycollege.net",36.366563,-87.044707,3
"Ogle School Hair Skin Nails-Stafford","Stafford","TX","ogleschool.edu","oglecalculator.com/",29.63631,-95.586949,3
"University of Phoenix-Arizona","Tempe","AZ","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",33.40225,-111.966181,3
"University of Phoenix-Arkansas","Little Rock","AR","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",34.74906,-92.395901,3
"University of Phoenix-California","Costa Mesa","CA","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",33.685551,-117.885468,3
"University of Phoenix-Colorado","Lone Tree","CO","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",39.55177,-104.873461,3
"University of Phoenix-Florida","Orlando","FL","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",28.44536,-81.419471,3
"University of Phoenix-Georgia","Sandy Springs","GA","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",33.98039,-84.341891,3
"University of Phoenix-Louisiana","Baton Rouge","LA","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",30.42225,-91.150311,3
"University of Phoenix-Michigan","Southfield","MI","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",42.482514,-83.240998,3
"University of Phoenix-Missouri","Saint Louis","MO","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",38.757035,-90.466727,3
"University of Phoenix-Nevada","Las Vegas","NV","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",36.12133,-115.322651,3
"University of Phoenix-North Carolina","Charlotte","NC","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",35.15266,-80.949341,3
"University of Phoenix-Oklahoma","Oklahoma City","OK","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",35.53774,-97.515374,3
"University of Phoenix-Tennessee","Nashville","TN","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",36.14478,-86.690211,3
"University of Phoenix-Texas","Houston","TX","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",29.78352,-95.585191,3
"University of Phoenix-Virginia","Glen Allen","VA","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",37.64267,-77.563201,3
